path,ball_exists,x,y,w,h
0610_jpg.rf.51f6f72e8d7003c44ea0fe8647124c6e.jpg,1,1,16,71,82
0159_png_jpg.rf.526f7271fba07f44a7c32c1fc21f8cb2.jpg,1,296,25,233,230
0049_jpg.rf.52d9be9eee294f8f50037e64c388184d.jpg,1,225,18,104,106
1181_jpg.rf.53096a36413aeb53975a7c42b29d3f5c.jpg,1,303,28,26,26
0099_png_jpg.rf.533da0036899bdc2623c044a9fc58c66.jpg,1,55,35,51,51
0121_png_jpg.rf.53d1d6759b695646833af93742ea6ad2.jpg,1,332,43,100,103
0618_png_jpg.rf.54093f5542fec1d1947dad89b72fdcf3.jpg,1,269,33,57,59
0276_jpg.rf.53d16b134990c35c1ddc7f69e2caf429.jpg,1,307,7,148,148
0759_jpg.rf.5492438bfd4fba0036f03ab3de896e61.jpg,1,183,15,135,134
0332_jpg.rf.5490a0e0402ba7c8f9ca51a69d34ec3d.jpg,1,93,19,20,22
1057_jpg.rf.548052623a3db8262910ce6a9cfbfa2d.jpg,1,309,0,331,264
0629_jpg.rf.54783b306a45c304edebf53b8efd1270.jpg,1,150,14,267,250
0174_jpg.rf.54d96a9261643faa7d7b7b329f5e573b.jpg,1,324,18,46,45
0590_png_jpg.rf.554640c408c794637af397b3f60e426e.jpg,1,365,33,36,40
0846_jpg.rf.55e093e7a4b93372e89a057e15ae11a9.jpg,1,57,2,114,120
1047_jpg.rf.568049c1984929cb70123739a5f5be73.jpg,1,16,0,381,264
1060_jpg.rf.56bd2b7f36783090e1bb766f1bc3607f.jpg,1,382,3,258,261
1041_jpg.rf.569f19d59da9f408f8cc24a04fb453f3.jpg,1,6,0,292,264
0329_jpg.rf.577e5a46352c8f7a1cd7e41f975193a7.jpg,1,75,12,189,195
0785_jpg.rf.5779b32e92a4b0852c0553c8df635a18.jpg,1,0,13,99,125
0628_jpg.rf.57b94ceb85992835ce931dd344c633a6.jpg,1,0,9,217,254
0722_jpg.rf.56856cd51b1d74e57ced95cbd54ba0bd.jpg,1,373,21,41,41
0625_jpg.rf.58372578ee92eb3cdfc08403c18caf04.jpg,1,254,18,86,86
0083_jpg.rf.581a2823427cd563e2d7a39319ff95e6.jpg,1,354,11,70,71
0614_jpg.rf.582c0748c6c7cd0292d4ae89a9337823.jpg,1,319,20,58,60
0300_jpg.rf.589d1265c22ca8d3ca7e9688d10c9f35.jpg,1,185,20,60,61
1096_jpg.rf.58f3a78c87cbd39131bfd0362028ce7b.jpg,1,442,7,185,196
0084_jpg.rf.58bbddd3a81b1cc9de02f441d2ad2633.jpg,1,355,12,73,72
0627_jpg.rf.591305ade32b3ff0abad8b8c70c50956.jpg,1,528,15,112,248
0681_png_jpg.rf.58f54ce53840fee93916fcfc28afccf4.jpg,1,515,22,114,134
0731_jpg.rf.592f78ba29bf61eae41a442d13961d7f.jpg,1,134,20,23,25
0719_jpg.rf.596fc86609c190aec494a4f6016ed324.jpg,1,203,21,31,30
0648_jpg.rf.5978f161fe045b80e4dc2bbed525e900.jpg,1,610,19,17,18
0435_jpg.rf.5978ab9218b046c8910760c2f771ca9c.jpg,1,23,24,30,31
0172_jpg.rf.59f6048423fe4630599bf16114d50376.jpg,1,372,12,101,102
1088_jpg.rf.5a1186234502045edc51aaec79dbdc24.jpg,1,281,0,226,221
0775_png_jpg.rf.59bbfe735684c9631b1d48c55db53283.jpg,1,389,32,28,40
1075_jpg.rf.5a52619cfa024db11af1c317c63ba838.jpg,1,10,0,276,264
0592_png_jpg.rf.5af0a2ef99c3c26519fcedcababab599.jpg,1,367,38,90,93
0588_jpg.rf.5a934965814b8c5a64b9ed6235b69a93.jpg,1,382,21,20,21
0719_jpg.rf.5ae708ecd8367a5164ead8c642cde88f.jpg,1,203,21,31,30
0097_jpg.rf.5b79accdbd5b28c63b4a35c2d5509ea5.jpg,1,111,14,195,196
0051_jpg.rf.5bb4963a71549174716c00445fa7485b.jpg,1,183,22,33,34
0289_jpg.rf.5bb264282e4df11acca5099076b69702.jpg,1,361,13,94,94
0196_jpg.rf.5b83e5ed58c2510f8b07dc4594f54ddf.jpg,1,29,19,25,31
0790_jpg.rf.5bdcc0bb1f6a5087d68558efeb7cf506.jpg,1,263,17,88,92
0239_jpg.rf.5bbe68b4003d91671cf4fc9430992c44.jpg,1,152,18,21,21
0155_png_jpg.rf.5c3020b4912f5e481ca48241257e3da5.jpg,1,256,27,110,110
1112_jpg.rf.5c67631a443dc8d8dc939ea83fa1f738.jpg,1,235,0,329,264
01b23b1a-fbf6-4159-9227-a48103be022c_jpg.rf.5c50dcad629f2742d73a44ff2c6e0fca.jpg,1,335,29,30,31
0648_jpg.rf.5c8f1ac748a15868499821385e216038.jpg,1,13,19,17,18
0030_jpg.rf.5d45b146cd4a7057fd4b25177c60e50a.jpg,1,282,15,38,38
1213_jpg.rf.5ceabdefdc07231b113c2a4c2a1e0a04.jpg,1,30,21,102,113
0178_jpg.rf.5d40c8ac8310c53470e3afbe20122e31.jpg,1,524,16,67,71
0718_jpg.rf.5d28e7fd40220b0c5f469e58b7d65017.jpg,1,384,19,45,45
0717_jpg.rf.5d94e523c62ae8f834b48aee192e60ff.jpg,1,86,3,43,47
0701_jpg.rf.5d814ad63b8ac932ca6ac971a9157ae6.jpg,1,230,21,38,38
1074_jpg.rf.5e95c392948ce14a52cad285070af7e0.jpg,1,7,0,194,261
0337_jpg.rf.5eb050358ba0d3dd3304d86d772805d4.jpg,1,224,21,45,47
0045_png_jpg.rf.5f162043f79dfa5b8f35d8d4f6d187c3.jpg,1,149,105,403,159
1010_jpg.rf.5f1ce9812350ff5892995140c4ff44ff.jpg,1,396,21,26,28
0260_png_jpg.rf.5f555398411ab4bb6f740524caba6cd6.jpg,1,448,27,56,61
0123_png_jpg.rf.5f8102be46c9b27ca70e9fb37a5e0537.jpg,1,208,43,100,105
0528_png_jpg.rf.5fbc95fac3db84988f22a41f1f22c627.jpg,1,114,26,17,18
0353_png_jpg.rf.602a59b32f04a379dd09a404739d3a6c.jpg,1,217,33,55,57
0056_png_jpg.rf.601fa97f77fd3c891377833f23a94d8d.jpg,1,78,31,52,55
0481_png_jpg.rf.603468934fcc9a7d2aefccb70ff30de9.jpg,1,403,27,46,50
0790_jpg.rf.6111386b51b5594e6c11c6a0f24c0bdf.jpg,1,263,17,88,92
0467_jpg.rf.611bf57d805fff2cd217f5be6054c0f7.jpg,1,43,19,44,48
0083_jpg.rf.616ccbb1e0ef30c9b186618062ad6250.jpg,1,354,11,70,71
0167_jpg.rf.61222d4c5bc12feaaa266faeaf6032df.jpg,1,323,17,69,67
0437_jpg.rf.6230ac668074aa03f54230e7c04f5e62.jpg,1,40,10,116,127
0099_jpg.rf.625069299cb539980c84abc375f919bf.jpg,1,263,7,377,256
0714_jpg.rf.623c780295a478795cd93eb3c2b5bfa5.jpg,1,489,20,57,58
0098_jpg.rf.62ef93c4096290abebf91076fe9ea498.jpg,1,191,8,268,255
0649_jpg.rf.63d6893a19b3d46dab624baaa97332e3.jpg,1,163,20,11,16
0095_jpg.rf.88704094c2fc478c894d97d9be639270.jpg,1,59,7,142,149
0232_jpg.rf.88403a2a1a52872953004dba89e16d4e.jpg,1,505,20,22,22
0953_jpg.rf.8834ce1f0826caabd1743a985f8d1cfe.jpg,1,483,14,31,25
1237_jpg.rf.88472197814476f8b85777c9dbbf8e60.jpg,1,375,16,39,65
0853_jpg.rf.88499161ccab137d3a17369bd701d7f7.jpg,1,57,16,54,59
0610_jpg.rf.8845b6b81e9ceaff460ef447400ff1e2.jpg,1,568,16,71,82
0712_jpg.rf.88b3073aa61073e6c093e0e41c13a130.jpg,1,251,17,168,168
0239_jpg.rf.88f3cfeec01b73f66d73819797058869.jpg,1,467,18,21,21
1213_jpg.rf.88eb05dd17b7fbb0a67f9deb11186e16.jpg,1,508,21,102,113
0224_jpg.rf.88ebecbce67f724c8df5883eb0687749.jpg,1,131,20,24,23
0532_png_jpg.rf.88ca9508390e8163c2dfc3f575d40624.jpg,1,426,20,77,79
0658_jpg.rf.897e23e47f87fd2624ed07f2c6df5c48.jpg,1,223,18,16,16
0163_png_jpg.rf.8a11d7c637827cb2027b212e42ce50b9.jpg,1,343,27,140,148
0217_png_jpg.rf.8a1c9a70dfc6d7741bb29344ae6a4da1.jpg,1,389,15,239,243
0259_png_jpg.rf.8ae3e835c1e41c7bd5a1571e1e699f8d.jpg,1,268,27,40,41
0831_jpg.rf.8aa60860ff44238214650da34e2a043c.jpg,1,99,14,39,41
0430_jpg.rf.8b0470921eeb19011ed229c6393d3f92.jpg,1,179,1,200,205
0148_png_jpg.rf.8b5c2cfb73ace301131be7d0dae5a02f.jpg,1,72,24,293,240
0256_png_jpg.rf.8c1f77262b34bd488c2422ee11b3f4bc.jpg,1,460,44,82,95
0232_jpg.rf.8c63b4c5aa497d708d1f8ca45905457e.jpg,1,113,20,22,22
0147_png_jpg.rf.8d4eebf9ae6da51d84689cc00c7295d0.jpg,1,160,15,282,249
0076_jpg.rf.8cb540548a6c322a30a261cbf7f3e764.jpg,1,434,15,59,60
0333_jpg.rf.8ccbbcd03eb7683c599c5ed3a3985231.jpg,1,457,20,20,21
1067_jpg.rf.8d547e4f78ccb6a522df2598d519827b.jpg,1,309,70,102,104
1222_jpg.rf.8d6bcaf3a6714a06f41dfe0cdb0ee794.jpg,1,332,19,123,127
0084_jpg.rf.8dffd015c29a8917899c5c9a6d0e9c5d.jpg,1,355,12,73,72
0854_jpg.rf.8e58e98c7136cbc1389ab1af97d9dc67.jpg,1,229,14,79,81
0711_jpg.rf.8e63dc5a56b142adadd0bf1d0f0c85f8.jpg,1,116,19,91,93
0802_jpg.rf.8e6fa7272a8c8170387ba0ab285871cb.jpg,1,112,20,57,61
1035_jpg.rf.8e51b30a7205a33a515f2d8aa83108f4.jpg,1,1,0,298,263
0853_jpg.rf.8f19c614e64ce435d9d608238bcff380.jpg,1,57,16,54,59
1231_jpg.rf.90125407f660fcee59c7e67b140b5120.jpg,1,534,39,69,74
0433_jpg.rf.8fe5185387f9dcda3a2987e26d3e1c1a.jpg,1,335,0,305,263
0714_jpg.rf.8fe9ee406ce1f944cbc249f10cec246d.jpg,1,489,20,57,58
0255_png_jpg.rf.90a8fe9ad13bba5eb5ddef0ec0e74e38.jpg,1,207,41,76,79
0600_jpg.rf.91405973bf73dcdce3912de4584ff8ff.jpg,1,552,22,25,27
0953_jpg.rf.9152af4fd9c7c8fd834eca8c0603171f.jpg,1,126,14,31,25
1042_jpg.rf.91a7cd9a5f8860e11d92f6ee2b5dee5c.jpg,1,13,0,272,264
0439_jpg.rf.91eb7c048fb880c4b2b35f0c92f9a82c.jpg,1,95,20,56,56
0154_jpg.rf.9200667f34b3572172ad69d02c01c515.jpg,1,87,10,127,134
0915_jpg.rf.923c7a814ccef3b50f67c59485c9dd5b.jpg,1,165,18,51,52
0617_jpg.rf.92a617679582c410d60ed4aa25edaa3e.jpg,1,438,21,20,21
0995_jpg.rf.92ce04bc0ed0084638bd19ada5bb0850.jpg,1,276,14,123,125
1039_jpg.rf.93145ce8e578ff19096b3d103cbd69da.jpg,1,9,8,197,217
0719_png_jpg.rf.932fa01712089d69db3a5902cb6f1381.jpg,1,353,47,67,70
0655_jpg.rf.93432a36a1ba8c60f64c87d27fa2f5e4.jpg,1,304,20,18,19
0573_jpg.rf.939054aead49cd297469c0b15692c7d3.jpg,1,248,25,107,107
0153_png_jpg.rf.9400ccee7b54e727bbf2dcc4742376ad.jpg,1,416,26,65,69
1066_jpg.rf.943c881c0852851ff6f810ada9a820a3.jpg,1,342,0,298,264
0955_png_jpg.rf.940f6cc85bb7928147d8ef95010c6f9a.jpg,1,547,23,51,54
0791_jpg.rf.94747ce71bb7d9c951137ae76ec98ee1.jpg,1,327,18,86,84
0117_png_jpg.rf.93cb57feb5bf7d71fd3247b95c6899ae.jpg,1,166,43,105,104
0607_jpg.rf.957698e23aacba6ec20f36fa59ed2bf5.jpg,1,299,14,93,90
0718_jpg.rf.95c1e6c0783a3df426a0a70d175259da.jpg,1,384,19,45,45
0187_jpg.rf.963efaf7473ed65dc70e85243c15da4e.jpg,1,445,22,76,78
0650_png_jpg.rf.95c92888b6f540748eeb761a46056820.jpg,1,201,20,26,28
1010_jpg.rf.96f76b548655da4dc438b5c37be3bc0a.jpg,1,218,21,26,28
0648_jpg.rf.975c9dd8179f5a92baea16a2b427d98d.jpg,1,610,19,17,18
0339_jpg.rf.976d6362379c7099759bdcf1bb0d4c43.jpg,1,170,20,29,32
043e2d0f-1198-40a4-89ef-71c729d605b9_jpg.rf.97b229161600066ea634e994715a816a.jpg,1,536,24,56,60
1181_jpg.rf.98725f4ac91ec85b066a225de9ad49dd.jpg,1,303,28,26,26
0320_jpg.rf.99643f8254cc90bf73a8e2b3d45aad49.jpg,1,376,20,73,74
1211_jpg.rf.99711a7f1a5c2da32f62971cd2ddb67a.jpg,1,229,0,411,264
0074_jpg.rf.9a5eae6d10c6255036973eba34510a68.jpg,1,326,9,217,222
0040_jpg.rf.99f242c68ed8e275c871ad765304094e.jpg,1,214,9,133,131
1130_jpg.rf.9a8c0a791c5c0c3c3368a5c646188328.jpg,1,363,2,277,262
1211_jpg.rf.9ac4ea702e10f48a284c9a5469276876.jpg,1,229,0,411,264
0611_jpg.rf.9ab119278ac229bbf6112c43b7006aff.jpg,1,1,16,70,80
0736_jpg.rf.9af41d27bccfb2e55f155d62d4766201.jpg,1,167,20,18,18
0607_jpg.rf.9ae671ef9f5840a8e271839f5751f8cb.jpg,1,299,14,93,90
0168_jpg.rf.9b456319f77e2dfd0a0a93d093b4437a.jpg,1,206,6,169,169
1112_jpg.rf.9b8390c14494fbdb93f67f4e3baeaa45.jpg,1,77,0,329,264
0224_jpg.rf.9b7298f38182ff8295c2096c3d0a9355.jpg,1,486,20,24,23
0987_png_jpg.rf.9c9d48464d0fd0fb6d3c4b989db0eff5.jpg,1,251,21,389,243
0915_jpg.rf.9d79be0a7aabf142b1ec5c004e936cf7.jpg,1,165,18,51,52
0120_png_jpg.rf.9e32e38ea3ee30aa33b4887636a53426.jpg,1,253,50,93,99
0437_jpg.rf.9e286e8f454cf5cb23cfc9d561ce0505.jpg,1,484,10,116,127
1036_jpg.rf.9e8f148487d256bac491c075c962d723.jpg,1,52,0,520,264
0187_jpg.rf.9eef280307353d9447ae2cef3f694160.jpg,1,119,22,76,78
0655_jpg.rf.9eafa9488798472008e0931906aa7cf5.jpg,1,304,20,18,19
0706_jpg.rf.9f0cdb5ad07da1a3a030f1bae91d062f.jpg,1,108,13,225,230
0118_png_jpg.rf.9df60a01e3c38165c80538b2b50f335c.jpg,1,495,25,68,75
0712_jpg.rf.9ecea98957422afa6fafff3732dfea8d.jpg,1,251,17,168,168
0650_png_jpg.rf.9f7d850bb350dc0a4a935a356187b625.jpg,1,201,20,26,28
043e2d0f-1198-40a4-89ef-71c729d605b9_jpg.rf.9f4a18f9cfee454f425e435db0648027.jpg,1,48,24,56,60
1111_jpg.rf.9f9100311a92fe2b097e5d9640315d87.jpg,1,101,0,472,264
0320_jpg.rf.9fd3299d1526decdd5364e3e4b5e2095.jpg,1,376,20,73,74
0627_jpg.rf.9f8832689648b30bce4994cbd6c2e778.jpg,1,0,15,112,248
0082_jpg.rf.a0007edb35230cea75fa03adaa96dc3e.jpg,1,249,11,76,77
0470_png_jpg.rf.a01474d1518e3b93d9df39c64bf5ccbe.jpg,1,144,66,181,174
0693_png_jpg.rf.a0e1761d8bd9e29e980c065f93eff967.jpg,1,329,22,60,55
0615_jpg.rf.a0d8ec62a7ccd1f07faedf1f03a3e187.jpg,1,234,21,24,24
1071_jpg.rf.a0f1ce5e76bde8a75a9576db070b2270.jpg,1,395,0,220,226
0439_jpg.rf.a0e474bd2a86b7bd929c744960730d3f.jpg,1,95,20,56,56
0659_jpg.rf.a10768f1eba352149797265e97ed2912.jpg,1,403,18,13,16
1106_jpg.rf.a11d294110676ae541a2df4972a16903.jpg,1,190,3,301,261
0327_jpg.rf.a1266d0dcfcb1a523eec859fd084117f.jpg,1,89,12,241,244
1031_jpg.rf.9fff7970d24a653463a3541972385869.jpg,1,212,22,160,159
0590_jpg.rf.a182c28517c9a0b877cbbc2607c72bc7.jpg,1,249,19,47,49
1057_jpg.rf.a16a2114d32c17f05e29a8281f3cc8f2.jpg,1,309,0,331,264
0611_jpg.rf.a1e52ef9d8a905745329ef8fc1a78227.jpg,1,569,16,70,80
1036_jpg.rf.a1691e44c0d8788ceb5b23419a6b4c0a.jpg,1,52,0,520,264
0153_png_jpg.rf.a1f8ab7ccb5e43ded294c5a3f30f83a2.jpg,1,416,26,65,69
0711_png_jpg.rf.a25a09b6aa997c86d1619f03f61353ff.jpg,1,378,30,49,45
0233_jpg.rf.a2db242b7eb9e5512e0f238165c9b2ec.jpg,1,480,18,24,25
0529_png_jpg.rf.a308212ebb173d18beec050220476769.jpg,1,103,28,13,17
0845_jpg.rf.a2aaeb55c6ae25f184dfa4cd4c5185a6.jpg,1,323,13,89,91
0162_png_jpg.rf.a30994e60bf7c8121662763524cf3b92.jpg,1,244,30,328,234
0044_png_jpg.rf.a356e682a8b205c439df6769fac098d3.jpg,1,0,148,437,116
0352_jpg.rf.a33a3a800aafe26fdfb3ff4954b97dbe.jpg,1,111,21,31,34
0842_jpg.rf.a481eee3b2c21b3fef2c28dfe676f3f1.jpg,1,321,16,66,66
0749_png_jpg.rf.a49675abb2d586c18901a16d0e1fc22f.jpg,1,263,34,51,51
0715_jpg.rf.a4ad1dc3edbe52794fdd01ab1fda75ee.jpg,1,363,21,53,53
0715_jpg.rf.a4e8bcc9c0f35037a0b7cf4c7d919267.jpg,1,225,21,53,53
0638_jpg.rf.a5381b8e3f4796e2311f459e42fb9d9e.jpg,1,142,20,47,49
0844_jpg.rf.a558bbd2a05ef68d99e7a89f28ec50b5.jpg,1,295,12,98,97
1033_jpg.rf.a5cf2389bf8e4646fec4cdb56e11bac5.jpg,1,322,2,260,262
0276_jpg.rf.a627e633865c5e790062c36002bdeb98.jpg,1,185,7,148,148
0303_jpg.rf.a63ddabd558de98849294a1510e870cc.jpg,1,260,16,160,161
0793_jpg.rf.a5eba2ece1a42f744ea41a85dd3a4fb1.jpg,1,195,18,97,99
0429_jpg.rf.a689568c65eaeee7387c8da8978b1f9d.jpg,1,300,10,116,120
0072_png_jpg.rf.a6a3c2626f189adc86d7e5efcfb757bb.jpg,1,227,33,32,33
0758_jpg.rf.a795dc091a926bf1386d568e4540d72a.jpg,1,280,16,188,186
1116_jpg.rf.a78a4dbdb6735e40b76482d8f673eb6d.jpg,1,15,3,359,261
0228_jpg.rf.a889d3483f7ce596c72e15c918cdefed.jpg,1,244,19,31,31
1060_jpg.rf.a8b4f125ad503954901c7454fb61f8b0.jpg,1,382,3,258,261
0497_jpg.rf.a8e6e979ee27496bc89addaaf0124452.jpg,1,586,12,35,40
0704_jpg.rf.a94cc7ae75aa6af71d5af06ff96e5af6.jpg,1,327,18,143,147
0361_png_jpg.rf.a98aed8c42baa0b71a33eb381395f62c.jpg,1,205,33,74,73
0965_png_jpg.rf.a94912a2e260663a31f94e4d6a91ee4d.jpg,1,450,38,85,86
0432_jpg.rf.a9b6045088d2975edbdfac50c2d25904.jpg,1,150,0,246,248
0853_jpg.rf.a99d57445cba3513c105659928d0b7e9.jpg,1,57,16,54,59
0973_jpg.rf.a9d092ae670d26a972558ab6062a4a81.jpg,1,271,18,56,56
0972_jpg.rf.aa53315afbc7086fc1831122989a4cf2.jpg,1,346,10,58,57
0121_png_jpg.rf.aa00f5e02a1fdf69613789f56ad96356.jpg,1,209,43,100,103
1032_jpg.rf.1bc4c5826efac1860c9f54962ec42cc2.jpg,1,49,10,202,213
0701_jpg.rf.1c446cb41e965129939f6611653f9eee.jpg,1,230,21,38,38
0858_png_jpg.rf.1c46832d1c9599fcc84fb9fdc703c046.jpg,1,213,40,67,67
0629_jpg.rf.1cb15acfe2b850116330665f8243833d.jpg,1,223,14,267,250
1234_jpg.rf.1d090723deb5d954d2dfc4c9227cbe1d.jpg,1,462,14,78,82
0703_jpg.rf.1d412b372dc05f37853c8d88b925bf7f.jpg,1,107,20,73,77
0531_png_jpg.rf.1d0ee8f6dbfc8d2d326d3df24566ca2f.jpg,1,427,21,77,80
0720_png_jpg.rf.1dad1737d5f56a68c1dda1767d9e6b6a.jpg,1,450,39,57,64
0703_jpg.rf.1dc79afd1b624a259f380328ac38c4d0.jpg,1,107,20,73,77
0148_png_jpg.rf.1e44367cae19e8de7a167f8850db9d40.jpg,1,72,24,293,240
0154_png_jpg.rf.1ea54148fa3d6bc8eb25af0088ea755f.jpg,1,322,25,94,97
0148_png_jpg.rf.1efdbb507cd6053ed8a4eb8ea648f0ec.jpg,1,276,24,293,240
0075_jpg.rf.1f32886008a31ea86fb29eed6eb30eb2.jpg,1,264,9,176,173
0871_jpg.rf.1ed9404a7fc9a15f0e776f5ab541b9a2.jpg,1,518,18,75,81
0098_png_jpg.rf.1efcb7380d9060e9bb96f78bffe3f888.jpg,1,53,36,65,64
0020_png_jpg.rf.1f62f58fa55036565e21f07283e8d531.jpg,1,159,25,72,76
0098_png_jpg.rf.20802fef2eeee743a9cecef57b08f9f3.jpg,1,53,36,65,64
0638_jpg.rf.20ad7ea88894e0c74174884a177747ee.jpg,1,142,20,47,49
0042_png_jpg.rf.2099a8763f8943e5ade9201bd03d25e7.jpg,1,499,141,141,123
0718_jpg.rf.20c3df0625b5209709b422660ef4b78f.jpg,1,212,19,45,45
0995_png_jpg.rf.20f0378a81a0e19c164d3a997f5f263f.jpg,1,184,58,152,156
0256_png_jpg.rf.217d39b627477deb7aa4102a8037116f.jpg,1,99,44,82,95
