filename,width,height,class,xmin,ymin,xmax,ymax
0201_png_jpg.rf.41b4a69bdba83119afa2cd64c6cfb578.jpg,640,264,Black Ball,393,24,448,82
0201_png_jpg.rf.41b4a69bdba83119afa2cd64c6cfb578.jpg,640,264,Black Ball,512,23,542,57
0201_png_jpg.rf.41b4a69bdba83119afa2cd64c6cfb578.jpg,640,264,Silver Ball,589,21,637,72
0201_png_jpg.rf.41b4a69bdba83119afa2cd64c6cfb578.jpg,640,264,Silver Ball,234,24,266,57
0201_png_jpg.rf.41b4a69bdba83119afa2cd64c6cfb578.jpg,640,264,Silver Ball,166,27,247,112
0201_png_jpg.rf.41b4a69bdba83119afa2cd64c6cfb578.jpg,640,264,Silver Ball,134,28,161,55
0201_png_jpg.rf.41b4a69bdba83119afa2cd64c6cfb578.jpg,640,264,Silver Ball,87,31,117,57
0126_jpg.rf.41860194c2daf10e6001ce750e7ef0b4.jpg,640,264,Silver Ball,8,17,38,50
0126_jpg.rf.41860194c2daf10e6001ce750e7ef0b4.jpg,640,264,Silver Ball,101,18,132,50
0126_jpg.rf.41860194c2daf10e6001ce750e7ef0b4.jpg,640,264,Silver Ball,219,16,259,57
0126_jpg.rf.41860194c2daf10e6001ce750e7ef0b4.jpg,640,264,Black Ball,250,17,271,53
0126_jpg.rf.41860194c2daf10e6001ce750e7ef0b4.jpg,640,264,Black Ball,280,17,319,54
0554_png_jpg.rf.41b567951feccc2e68e193aed26583d7.jpg,640,264,Black Ball,415,29,435,50
0554_png_jpg.rf.41b567951feccc2e68e193aed26583d7.jpg,640,264,Silver Ball,260,28,279,48
0554_png_jpg.rf.41b567951feccc2e68e193aed26583d7.jpg,640,264,Silver Ball,208,28,227,50
0554_png_jpg.rf.41b567951feccc2e68e193aed26583d7.jpg,640,264,Black Ball,239,27,262,52
0651_jpg.rf.41bf13b2edcf456246e7abf9f9736c76.jpg,640,264,Black Ball,455,22,471,38
0651_jpg.rf.41bf13b2edcf456246e7abf9f9736c76.jpg,640,264,Silver Ball,481,20,495,35
0142_png_jpg.rf.4153cecef812eb67090479a46d482d22.jpg,640,264,Silver Ball,169,55,282,175
0142_png_jpg.rf.4153cecef812eb67090479a46d482d22.jpg,640,264,Silver Ball,522,60,640,214
0142_png_jpg.rf.4153cecef812eb67090479a46d482d22.jpg,640,264,Black Ball,219,84,439,264
1257_jpg.rf.415e20d5862bfaa6dec2419cf3de8b4c.jpg,640,264,Silver Ball,274,14,312,51
1257_jpg.rf.415e20d5862bfaa6dec2419cf3de8b4c.jpg,640,264,Black Ball,441,13,458,42
0390_png_jpg.rf.4157b493c009d5ecd0ed6a7cc42227d0.jpg,640,264,Silver Ball,249,40,352,142
0390_png_jpg.rf.4157b493c009d5ecd0ed6a7cc42227d0.jpg,640,264,Black Ball,112,35,194,117
0688_png_jpg.rf.41afca11837a09d83c8cdcbfdbc14a9d.jpg,640,264,Silver Ball,199,33,241,77
0688_png_jpg.rf.41afca11837a09d83c8cdcbfdbc14a9d.jpg,640,264,Silver Ball,241,30,268,55
0688_png_jpg.rf.41afca11837a09d83c8cdcbfdbc14a9d.jpg,640,264,Black Ball,391,25,430,66
0688_png_jpg.rf.41afca11837a09d83c8cdcbfdbc14a9d.jpg,640,264,Black Ball,441,45,526,133
1002_jpg.rf.41c428f01872ecb612cd82be8e957656.jpg,640,264,Silver Ball,341,23,362,45
1002_jpg.rf.41c428f01872ecb612cd82be8e957656.jpg,640,264,Black Ball,424,23,447,47
0894_png_jpg.rf.4155bf7eeca5f08d97dddcf4b0e0a7a1.jpg,640,264,Black Ball,294,29,386,127
0894_png_jpg.rf.4155bf7eeca5f08d97dddcf4b0e0a7a1.jpg,640,264,Black Ball,471,114,631,264
0894_png_jpg.rf.4155bf7eeca5f08d97dddcf4b0e0a7a1.jpg,640,264,Black Ball,532,27,640,139
0894_png_jpg.rf.4155bf7eeca5f08d97dddcf4b0e0a7a1.jpg,640,264,Silver Ball,17,32,48,64
0617_jpg.rf.41b4e1568b98053433cefeb36d24be23.jpg,640,264,Black Ball,438,21,458,42
0041_png_jpg.rf.41b43bf2faf7d831039ad63271f739d1.jpg,640,264,Black Ball,19,129,270,264
0041_png_jpg.rf.41b43bf2faf7d831039ad63271f739d1.jpg,640,264,Silver Ball,124,70,342,264
1224_jpg.rf.4212530ec477909521dc558ec9fb9af7.jpg,640,264,Silver Ball,448,21,475,48
1224_jpg.rf.4212530ec477909521dc558ec9fb9af7.jpg,640,264,Black Ball,389,20,424,56
1224_jpg.rf.4212530ec477909521dc558ec9fb9af7.jpg,640,264,Black Ball,597,20,640,78
1168_jpg.rf.41fc328238565a4854901101956fe117.jpg,640,264,Silver Ball,256,18,300,62
1168_jpg.rf.41fc328238565a4854901101956fe117.jpg,640,264,Black Ball,390,20,418,46
0338_png_jpg.rf.420ce83f474b28c1d654ef82d82dba45.jpg,640,264,Silver Ball,620,22,640,64
0338_png_jpg.rf.420ce83f474b28c1d654ef82d82dba45.jpg,640,264,Silver Ball,382,22,544,193
0338_png_jpg.rf.420ce83f474b28c1d654ef82d82dba45.jpg,640,264,Silver Ball,341,33,405,98
0338_png_jpg.rf.420ce83f474b28c1d654ef82d82dba45.jpg,640,264,Black Ball,166,46,279,162
0194_png_jpg.rf.42855e9b6c7871dcfb2777888ca555a7.jpg,640,264,Silver Ball,40,21,77,61
0194_png_jpg.rf.42855e9b6c7871dcfb2777888ca555a7.jpg,640,264,Silver Ball,145,30,179,66
0194_png_jpg.rf.42855e9b6c7871dcfb2777888ca555a7.jpg,640,264,Silver Ball,214,25,233,45
0194_png_jpg.rf.42855e9b6c7871dcfb2777888ca555a7.jpg,640,264,Silver Ball,359,25,378,45
0194_png_jpg.rf.42855e9b6c7871dcfb2777888ca555a7.jpg,640,264,Silver Ball,393,28,412,47
0194_png_jpg.rf.42855e9b6c7871dcfb2777888ca555a7.jpg,640,264,Silver Ball,528,24,556,52
0194_png_jpg.rf.42855e9b6c7871dcfb2777888ca555a7.jpg,640,264,Black Ball,462,23,486,49
0194_png_jpg.rf.42855e9b6c7871dcfb2777888ca555a7.jpg,640,264,Black Ball,330,28,353,51
0194_png_jpg.rf.42855e9b6c7871dcfb2777888ca555a7.jpg,640,264,Black Ball,237,23,267,54
0194_png_jpg.rf.42855e9b6c7871dcfb2777888ca555a7.jpg,640,264,Black Ball,153,23,173,34
0194_png_jpg.rf.42855e9b6c7871dcfb2777888ca555a7.jpg,640,264,Black Ball,82,22,110,53
0396_png_jpg.rf.425042d0dd5f953bf9e7d7f9928cb49e.jpg,640,264,Black Ball,193,25,211,41
0396_png_jpg.rf.425042d0dd5f953bf9e7d7f9928cb49e.jpg,640,264,Silver Ball,216,26,234,43
0396_png_jpg.rf.425042d0dd5f953bf9e7d7f9928cb49e.jpg,640,264,Silver Ball,308,25,327,44
0396_png_jpg.rf.425042d0dd5f953bf9e7d7f9928cb49e.jpg,640,264,Black Ball,390,25,409,43
0025_png_jpg.rf.42bacc918100051095c2a0fedefc9e35.jpg,640,264,Black Ball,266,42,368,145
0025_png_jpg.rf.42bacc918100051095c2a0fedefc9e35.jpg,640,264,Silver Ball,0,54,124,216
0025_png_jpg.rf.42bacc918100051095c2a0fedefc9e35.jpg,640,264,Black Ball,140,33,200,94
0025_png_jpg.rf.42bacc918100051095c2a0fedefc9e35.jpg,640,264,Silver Ball,100,30,144,79
0803_png_jpg.rf.42b4d1192b4feb86d8db6faac72d276b.jpg,640,264,Silver Ball,0,54,60,184
0803_png_jpg.rf.42b4d1192b4feb86d8db6faac72d276b.jpg,640,264,Black Ball,71,32,111,79
0251_png_jpg.rf.427d6b07ec63efa88be525bea58028f9.jpg,640,264,Silver Ball,443,35,485,78
0251_png_jpg.rf.427d6b07ec63efa88be525bea58028f9.jpg,640,264,Black Ball,547,29,591,72
0251_png_jpg.rf.427d6b07ec63efa88be525bea58028f9.jpg,640,264,Black Ball,94,24,127,58
0115_png_jpg.rf.42683f1ac89a731e7c82400e3b9a3d40.jpg,640,264,Black Ball,87,31,129,75
0073_jpg.rf.42d0da3223aa7324057057db9a84bf32.jpg,640,264,Silver Ball,135,14,293,170
1133_jpg.rf.427a62b2e36bfa3dad606c8f2ad9b9b9.jpg,640,264,Silver Ball,7,2,314,264
1133_jpg.rf.427a62b2e36bfa3dad606c8f2ad9b9b9.jpg,640,264,Black Ball,398,11,640,264
0262_jpg.rf.421ce6ec6ba457182bcc71d28c9c3910.jpg,640,264,Silver Ball,138,19,157,39
0074_png_jpg.rf.42b7cecdd9d3331bf1dce5cdbd4dcec2.jpg,640,264,Silver Ball,436,29,462,54
0074_png_jpg.rf.42b7cecdd9d3331bf1dce5cdbd4dcec2.jpg,640,264,Black Ball,174,47,276,152
0168_png_jpg.rf.42984d7c7961bef1c007fabd9a2f4e80.jpg,640,264,Black Ball,133,24,195,92
0168_png_jpg.rf.42984d7c7961bef1c007fabd9a2f4e80.jpg,640,264,Black Ball,246,54,364,188
0168_png_jpg.rf.42984d7c7961bef1c007fabd9a2f4e80.jpg,640,264,Black Ball,528,27,558,60
0168_png_jpg.rf.42984d7c7961bef1c007fabd9a2f4e80.jpg,640,264,Black Ball,604,26,626,51
0168_png_jpg.rf.42984d7c7961bef1c007fabd9a2f4e80.jpg,640,264,Silver Ball,485,24,521,68
0168_png_jpg.rf.42984d7c7961bef1c007fabd9a2f4e80.jpg,640,264,Silver Ball,428,29,497,102
0544_png_jpg.rf.428dec3c55487cbfecace31f91f9af2d.jpg,640,264,Black Ball,30,40,93,111
0544_png_jpg.rf.428dec3c55487cbfecace31f91f9af2d.jpg,640,264,Silver Ball,0,47,35,122
0544_png_jpg.rf.428dec3c55487cbfecace31f91f9af2d.jpg,640,264,Silver Ball,157,16,293,154
0375_png_jpg.rf.42fbd1087763e0882b5dd7c8ab3f0ebe.jpg,640,264,Silver Ball,270,21,290,41
0836_png_jpg.rf.42fb9fedbe96fe58a82c01416443faa8.jpg,640,264,Silver Ball,316,75,486,237
0836_png_jpg.rf.42fb9fedbe96fe58a82c01416443faa8.jpg,640,264,Black Ball,433,53,515,143
0836_png_jpg.rf.42fb9fedbe96fe58a82c01416443faa8.jpg,640,264,Black Ball,0,41,53,111
1289_jpg.rf.42ede1741c99a98c7ea1b44927bc4950.jpg,640,264,Silver Ball,401,17,443,60
1289_jpg.rf.42ede1741c99a98c7ea1b44927bc4950.jpg,640,264,Silver Ball,201,16,232,49
1289_jpg.rf.42ede1741c99a98c7ea1b44927bc4950.jpg,640,264,Black Ball,277,19,321,65
1289_jpg.rf.42ede1741c99a98c7ea1b44927bc4950.jpg,640,264,Black Ball,368,19,389,41
0642_jpg.rf.42d0c45f90a0ce2790ecfe8fafa97c44.jpg,640,264,Black Ball,193,19,217,42
0642_jpg.rf.42d0c45f90a0ce2790ecfe8fafa97c44.jpg,640,264,Black Ball,462,19,492,52
0642_jpg.rf.42d0c45f90a0ce2790ecfe8fafa97c44.jpg,640,264,Silver Ball,482,19,499,46
0044_jpg.rf.42da9e048580a6213653e1cf791443cd.jpg,640,264,Black Ball,355,9,525,181
0044_jpg.rf.42da9e048580a6213653e1cf791443cd.jpg,640,264,Silver Ball,148,10,369,233
0731_jpg.rf.425421566d891cd30b502f07b5447af7.jpg,640,264,Silver Ball,484,20,507,45
0299_jpg.rf.42dd8cd58660f69ddc79ebe1e06ed602.jpg,640,264,Black Ball,363,18,512,167
0299_jpg.rf.42dd8cd58660f69ddc79ebe1e06ed602.jpg,640,264,Silver Ball,477,22,504,50
0299_jpg.rf.42dd8cd58660f69ddc79ebe1e06ed602.jpg,640,264,Silver Ball,504,21,535,54
0599_png_jpg.rf.428efb4004601575108e47527de6b62a.jpg,640,264,Silver Ball,557,15,624,91
0599_png_jpg.rf.428efb4004601575108e47527de6b62a.jpg,640,264,Silver Ball,485,24,510,49
0599_png_jpg.rf.428efb4004601575108e47527de6b62a.jpg,640,264,Silver Ball,378,27,415,65
0599_png_jpg.rf.428efb4004601575108e47527de6b62a.jpg,640,264,Black Ball,259,20,292,55
0599_png_jpg.rf.428efb4004601575108e47527de6b62a.jpg,640,264,Black Ball,141,26,170,58
0599_png_jpg.rf.428efb4004601575108e47527de6b62a.jpg,640,264,Silver Ball,120,19,148,53
0701_png_jpg.rf.42cf2e8f839c6d9a667639a17c843691.jpg,640,264,Black Ball,319,23,348,51
0701_png_jpg.rf.42cf2e8f839c6d9a667639a17c843691.jpg,640,264,Black Ball,258,27,287,56
0408_png_jpg.rf.42ac5eae698e0df9566180937d9c5769.jpg,640,264,Silver Ball,451,23,510,84
0408_png_jpg.rf.42ac5eae698e0df9566180937d9c5769.jpg,640,264,Black Ball,246,27,276,59
0408_png_jpg.rf.42ac5eae698e0df9566180937d9c5769.jpg,640,264,Black Ball,84,23,117,58
0998_jpg.rf.43045bf20eb17781337ad12431cb11c8.jpg,640,264,Black Ball,192,9,264,83
0998_jpg.rf.43045bf20eb17781337ad12431cb11c8.jpg,640,264,Silver Ball,271,8,331,68
0287_png_jpg.rf.42d988ec7929173be1598c0b7df5e24a.jpg,640,264,Silver Ball,242,25,317,87
0287_png_jpg.rf.42d988ec7929173be1598c0b7df5e24a.jpg,640,264,Silver Ball,88,32,158,96
0287_png_jpg.rf.42d988ec7929173be1598c0b7df5e24a.jpg,640,264,Silver Ball,0,30,30,70
0287_png_jpg.rf.42d988ec7929173be1598c0b7df5e24a.jpg,640,264,Black Ball,317,27,417,138
0364_png_jpg.rf.433cc1c54e5bc3b748e35d1353c5c08a.jpg,640,264,Black Ball,85,26,155,99
0364_png_jpg.rf.433cc1c54e5bc3b748e35d1353c5c08a.jpg,640,264,Black Ball,6,88,150,264
0364_png_jpg.rf.433cc1c54e5bc3b748e35d1353c5c08a.jpg,640,264,Silver Ball,186,23,247,87
0364_png_jpg.rf.433cc1c54e5bc3b748e35d1353c5c08a.jpg,640,264,Silver Ball,254,23,308,77
0050_jpg.rf.43659066277c6e07f044689a3d3fbd8a.jpg,640,264,Silver Ball,268,21,305,58
0050_jpg.rf.43659066277c6e07f044689a3d3fbd8a.jpg,640,264,Silver Ball,620,23,640,67
0050_jpg.rf.43659066277c6e07f044689a3d3fbd8a.jpg,640,264,Black Ball,583,22,622,66
0535_jpg.rf.4322c2adb594751437fff7f30a81d270.jpg,640,264,Silver Ball,257,20,271,51
0535_jpg.rf.4322c2adb594751437fff7f30a81d270.jpg,640,264,Silver Ball,288,20,324,57
0535_jpg.rf.4322c2adb594751437fff7f30a81d270.jpg,640,264,Black Ball,269,21,289,46
0535_jpg.rf.4322c2adb594751437fff7f30a81d270.jpg,640,264,Black Ball,539,21,561,45
0373_jpg.rf.4355a588a34bb6c1a768948ead3bbe76.jpg,640,264,Silver Ball,109,23,154,71
0373_jpg.rf.4355a588a34bb6c1a768948ead3bbe76.jpg,640,264,Silver Ball,61,21,109,74
0932_jpg.rf.433500e257eaaa3d8168c91f8c31ae3a.jpg,640,264,Black Ball,391,21,431,63
0932_jpg.rf.433500e257eaaa3d8168c91f8c31ae3a.jpg,640,264,Black Ball,533,21,565,54
0932_jpg.rf.433500e257eaaa3d8168c91f8c31ae3a.jpg,640,264,Silver Ball,305,21,335,50
1191_jpg.rf.433d5a2ddf951c97d40857b39ab6704e.jpg,640,264,Black Ball,111,16,200,108
1191_jpg.rf.433d5a2ddf951c97d40857b39ab6704e.jpg,640,264,Black Ball,499,19,555,78
1191_jpg.rf.433d5a2ddf951c97d40857b39ab6704e.jpg,640,264,Silver Ball,0,7,64,147
0508_png_jpg.rf.4382fbeab94ecabaeec2eb318bd8661c.jpg,640,264,Silver Ball,475,30,504,57
0508_png_jpg.rf.4382fbeab94ecabaeec2eb318bd8661c.jpg,640,264,Black Ball,285,25,318,59
1278_jpg.rf.433664a407bdbfc16e26cbafffe6d4b7.jpg,640,264,Silver Ball,404,16,452,64
1278_jpg.rf.433664a407bdbfc16e26cbafffe6d4b7.jpg,640,264,Silver Ball,0,0,224,247
1278_jpg.rf.433664a407bdbfc16e26cbafffe6d4b7.jpg,640,264,Black Ball,506,12,625,139
0808_jpg.rf.4394e53d402b8f20c16765169dee682c.jpg,640,264,Silver Ball,289,19,310,40
0808_jpg.rf.4394e53d402b8f20c16765169dee682c.jpg,640,264,Black Ball,392,19,410,38
0523_png_jpg.rf.436feb5ff7e818dfab0dc1a3b8aa0b64.jpg,640,264,Black Ball,43,35,92,90
0523_png_jpg.rf.436feb5ff7e818dfab0dc1a3b8aa0b64.jpg,640,264,Black Ball,195,24,237,69
0523_png_jpg.rf.436feb5ff7e818dfab0dc1a3b8aa0b64.jpg,640,264,Silver Ball,454,20,506,74
0694_png_jpg.rf.43b6fb3b99cac84cb3dd5c8e18e18b37.jpg,640,264,Black Ball,585,29,613,61
0694_png_jpg.rf.43b6fb3b99cac84cb3dd5c8e18e18b37.jpg,640,264,Black Ball,136,22,186,73
0567_jpg.rf.43148f69fa1414521eb0a124767f07d2.jpg,640,264,Silver Ball,391,10,455,71
0567_jpg.rf.43148f69fa1414521eb0a124767f07d2.jpg,640,264,Silver Ball,589,13,640,71
0567_jpg.rf.43148f69fa1414521eb0a124767f07d2.jpg,640,264,Black Ball,511,13,542,46
0381_jpg.rf.434f5ed11fe3f529011cfb2d0ca693a4.jpg,640,264,Black Ball,459,17,471,32
0381_jpg.rf.434f5ed11fe3f529011cfb2d0ca693a4.jpg,640,264,Silver Ball,467,17,482,34
1185_jpg.rf.43d026674bb0c8af9f993aae921758ec.jpg,640,264,Silver Ball,259,12,290,43
1185_jpg.rf.43d026674bb0c8af9f993aae921758ec.jpg,640,264,Black Ball,312,13,341,43
1185_jpg.rf.43d026674bb0c8af9f993aae921758ec.jpg,640,264,Black Ball,458,13,503,59
0088_png_jpg.rf.4398ecf30d7d8d6b1e32ec195ba9d24a.jpg,640,264,Silver Ball,206,29,228,51
0088_png_jpg.rf.4398ecf30d7d8d6b1e32ec195ba9d24a.jpg,640,264,Silver Ball,120,41,206,131
0088_png_jpg.rf.4398ecf30d7d8d6b1e32ec195ba9d24a.jpg,640,264,Black Ball,312,28,332,50
0088_png_jpg.rf.4398ecf30d7d8d6b1e32ec195ba9d24a.jpg,640,264,Black Ball,512,49,616,162
0714_jpg.rf.43566a320fee08d852f353fc183851a0.jpg,640,264,Black Ball,95,20,152,78
0310_png_jpg.rf.43195a302f9e3b86f7edf0081fd63c05.jpg,640,264,Silver Ball,5,29,35,61
0310_png_jpg.rf.43195a302f9e3b86f7edf0081fd63c05.jpg,640,264,Silver Ball,583,31,605,56
0310_png_jpg.rf.43195a302f9e3b86f7edf0081fd63c05.jpg,640,264,Silver Ball,239,24,269,54
0310_png_jpg.rf.43195a302f9e3b86f7edf0081fd63c05.jpg,640,264,Black Ball,397,25,417,45
0739c312-4603-4459-9ea3-2289c8a7f426_jpg.rf.43d2e42c9addcd4223e2454b5bb08b56.jpg,640,264,Black Ball,450,24,485,61
0739c312-4603-4459-9ea3-2289c8a7f426_jpg.rf.43d2e42c9addcd4223e2454b5bb08b56.jpg,640,264,Silver Ball,482,23,502,46
0739c312-4603-4459-9ea3-2289c8a7f426_jpg.rf.43d2e42c9addcd4223e2454b5bb08b56.jpg,640,264,Silver Ball,139,23,157,62
0854_jpg.rf.43d0ee7dec328c64f6077adf038ca531.jpg,640,264,Silver Ball,333,14,412,95
0050_png_jpg.rf.43909adff59f4ca451641743db7453da.jpg,640,264,Black Ball,391,26,414,53
0050_png_jpg.rf.43909adff59f4ca451641743db7453da.jpg,640,264,Black Ball,429,26,445,43
0050_png_jpg.rf.43909adff59f4ca451641743db7453da.jpg,640,264,Black Ball,141,25,171,58
0050_png_jpg.rf.43909adff59f4ca451641743db7453da.jpg,640,264,Silver Ball,316,27,341,52
0050_png_jpg.rf.43909adff59f4ca451641743db7453da.jpg,640,264,Silver Ball,478,26,495,45
0050_png_jpg.rf.43909adff59f4ca451641743db7453da.jpg,640,264,Silver Ball,78,34,108,67
0050_png_jpg.rf.43909adff59f4ca451641743db7453da.jpg,640,264,Silver Ball,1,28,62,121
0457_png_jpg.rf.43ad48d332c2def27207998950ed3ef6.jpg,640,264,Black Ball,251,33,310,94
0457_png_jpg.rf.43ad48d332c2def27207998950ed3ef6.jpg,640,264,Silver Ball,315,28,356,70
0457_png_jpg.rf.43ad48d332c2def27207998950ed3ef6.jpg,640,264,Black Ball,418,33,470,87
0441_jpg.rf.43349f3b2779020c45732fe6c0c9f2f7.jpg,640,264,Black Ball,424,20,483,80
0441_jpg.rf.43349f3b2779020c45732fe6c0c9f2f7.jpg,640,264,Silver Ball,95,18,152,75
0487_png_jpg.rf.43ef386911e24de7cabbc4503ac32859.jpg,640,264,Silver Ball,571,28,603,56
0487_png_jpg.rf.43ef386911e24de7cabbc4503ac32859.jpg,640,264,Silver Ball,406,20,461,81
0487_png_jpg.rf.43ef386911e24de7cabbc4503ac32859.jpg,640,264,Silver Ball,221,21,245,51
0487_png_jpg.rf.43ef386911e24de7cabbc4503ac32859.jpg,640,264,Black Ball,94,23,115,48
0487_png_jpg.rf.43ef386911e24de7cabbc4503ac32859.jpg,640,264,Black Ball,23,28,43,52
0916_jpg.rf.43e009d1cb9864a06a6a78cc2bc71499.jpg,640,264,Black Ball,149,18,200,71
0296_png_jpg.rf.434f67425d61d78d2019310b12d97fdc.jpg,640,264,Silver Ball,245,21,265,40
0296_png_jpg.rf.434f67425d61d78d2019310b12d97fdc.jpg,640,264,Silver Ball,272,22,293,40
0296_png_jpg.rf.434f67425d61d78d2019310b12d97fdc.jpg,640,264,Black Ball,149,23,168,42
0296_png_jpg.rf.434f67425d61d78d2019310b12d97fdc.jpg,640,264,Black Ball,83,23,98,42
0529_png_jpg.rf.43fa011123b564be928f6bfb1aec4536.jpg,640,264,Black Ball,588,28,640,99
0529_png_jpg.rf.43fa011123b564be928f6bfb1aec4536.jpg,640,264,Silver Ball,80,19,202,150
1198_jpg.rf.44441ac906021f5dbab439ab5a4f7417.jpg,640,264,Silver Ball,239,9,260,30
1198_jpg.rf.44441ac906021f5dbab439ab5a4f7417.jpg,640,264,Black Ball,274,9,297,30
1198_jpg.rf.44441ac906021f5dbab439ab5a4f7417.jpg,640,264,Black Ball,353,10,383,39
0948_jpg.rf.440d828171cb8618bff0d52070012b60.jpg,640,264,Silver Ball,422,10,537,122
0948_jpg.rf.440d828171cb8618bff0d52070012b60.jpg,640,264,Silver Ball,262,15,298,52
0622_jpg.rf.446f622496873d1f0a22257658456818.jpg,640,264,Silver Ball,241,19,291,74
0622_jpg.rf.446f622496873d1f0a22257658456818.jpg,640,264,Black Ball,170,19,256,107
0001_jpg.rf.44217d37814be66ca77e8b54f49c8f7d.jpg,640,264,Silver Ball,343,17,397,66
0001_jpg.rf.44217d37814be66ca77e8b54f49c8f7d.jpg,640,264,Silver Ball,323,15,360,64
0298_jpg.rf.445bf04943799d5135b32b175107d6f1.jpg,640,264,Silver Ball,169,19,188,41
0298_jpg.rf.445bf04943799d5135b32b175107d6f1.jpg,640,264,Silver Ball,147,19,169,42
0298_jpg.rf.445bf04943799d5135b32b175107d6f1.jpg,640,264,Silver Ball,122,19,147,44
0298_jpg.rf.445bf04943799d5135b32b175107d6f1.jpg,640,264,Black Ball,215,17,266,68
0298_jpg.rf.445bf04943799d5135b32b175107d6f1.jpg,640,264,Black Ball,441,18,463,41
0129_png_jpg.rf.440704945c1cb3f04f5ff1f0c23dec84.jpg,640,264,Black Ball,287,40,376,130
0129_png_jpg.rf.440704945c1cb3f04f5ff1f0c23dec84.jpg,640,264,Silver Ball,0,79,123,264
